,img_id,recall_10,recall_100,recall_250,recall_500,recall,map_10,map_100,map_250,map_500,map
874,aOaLsDM1l5DTdvzU,0.0,0.0,0.0909090909091,0.181818181818,0.454545454545,0.0,0.0,0.00248757232898,0.00265220341287,0.00391046586921
875,S7QYcdMYUVWd3x2A,0.0,0.285714285714,0.285714285714,0.714285714286,0.714285714286,0.0,0.0259514355932,0.0176869560916,0.0145586675762,0.0107425709409
876,Zu-7XHili-PLE5h2,0.166666666667,0.833333333333,1.0,1.0,1.0,0.0478968253968,0.0566771029007,0.043001441106,0.0298064987197,0.0190591339432
877,Wv0Vb92nOHW8ZFJd,0.2,0.4,0.4,0.4,0.6,0.292896825397,0.0569488462233,0.0300859203437,0.0178115528941,0.010509105473
878,NTNiZEGqnSdm5XOo,0.166666666667,0.5,0.666666666667,0.666666666667,0.833333333333,0.292896825397,0.0770902200208,0.0452546403423,0.0281645056156,0.0170683937641
879,imVhznZIfoxrKvEP,0.0,0.2,0.2,0.2,0.6,0.0,0.00884444234801,0.00719096786638,0.0049797802943,0.00404694554935
880,5_V5TahqSjDrHQuc,0.2,0.55,0.75,0.85,0.975,0.968888888889,0.412284655599,0.25809569306,0.173878939332,0.112846313105
881,AegG0cxnkVztfEJE,0.0,0.0,0.375,0.625,0.625,0.0,0.0,0.00475001497206,0.00771544830554,0.00732096130557
882,PhKMuXle-Gpgxmbc,0.454545454545,0.727272727273,0.818181818182,0.818181818182,1.0,0.664365079365,0.229735536723,0.124694113387,0.0748057239437,0.0438861201228
883,jQdTtSMyADZGG-pO,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.000203228220739
884,Fbve4vG6eulMt2KA,0.0,0.166666666667,0.833333333333,1.0,1.0,0.0,0.0032656736407,0.00896186124614,0.0124160870098,0.0103639280882
885,aJ6DpXj1DS0ZqZCX,0.125,0.375,0.875,1.0,1.0,0.0211111111111,0.0477477419337,0.0383166134928,0.0295494948892,0.0203159268891
886,8jurmrgi_0p8AeAz,0.888888888889,1.0,1.0,1.0,1.0,0.968888888889,0.296253115227,0.151379964435,0.0881486494677,0.0503081516089
887,iq2Q12gEpEP01WoH,0.0,0.125,0.25,0.375,0.375,0.0,0.0200724376251,0.0130376446796,0.0101053501183,0.00713061735081
888,qywEEkKre7tLOn9g,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.000663117735397
889,Ct1xe577M56IpwBh,0.2,0.2,0.4,0.4,0.6,0.01,0.0235840926367,0.0157569406092,0.0106470630268,0.00685724636528
890,lNqvYPSoynHbU5Sv,0.714285714286,1.0,1.0,1.0,1.0,0.603253968254,0.190301418873,0.101692904039,0.0605365265475,0.0351167952877
891,2LxM877IDi6xwbXX,0.111111111111,0.333333333333,0.638888888889,0.777777777778,0.888888888889,0.629920634921,0.258646655224,0.164635344038,0.118114988537,0.0796541151545
892,P4fkvTMjGRYRo37z,0.571428571429,0.857142857143,0.857142857143,0.857142857143,0.857142857143,0.555357142857,0.166782552464,0.0886321665485,0.0526218614409,0.0304668153038
893,cen_0QQHfPOMtSrF,0.5,0.833333333333,1.0,1.0,1.0,0.545357142857,0.154693670839,0.0834902464602,0.0500509013968,0.0291813352818
894,3ajRqgoS1O3Sb9pK,0.3,0.5,0.5,0.6,0.8,0.500357142857,0.132459980015,0.0712499466418,0.0432419030191,0.0263519007667
895,7rw45pkj9HSNZC70,0.166666666667,0.666666666667,0.833333333333,0.833333333333,0.833333333333,0.292896825397,0.0821530146732,0.0480023955268,0.030922679569,0.0189245769373
896,DW0MgS4xEdTUPntG,0.25,0.5,0.666666666667,0.833333333333,0.833333333333,0.545357142857,0.169894636724,0.0925883969524,0.0591485220883,0.0365007353497
897,iYKRu1ElhEWMG4xV,0.0,0.166666666667,0.333333333333,0.333333333333,0.5,0.0,0.00173404483055,0.00773066938525,0.00663392741486,0.00528168438906
898,GLVeyhQyCiFOaQ08,0.125,0.375,0.625,0.875,0.875,0.0211111111111,0.0523078585326,0.0350358500141,0.0256909337373,0.0176939988826
899,3uzDvGXFTasoWZps,0.0487804878049,0.170731707317,0.243902439024,0.243902439024,0.365853658537,0.176507936508,0.130067177344,0.0850007645292,0.0563433458758,0.036943443078
900,wrkwHC-nIHki6M-4,0.222222222222,0.555555555556,0.777777777778,0.777777777778,0.777777777778,0.485793650794,0.109125386425,0.0666859988698,0.0430330739627,0.0263650689953
901,zJqpTzfcv0GA9XQB,0.0,0.125,0.125,0.25,0.625,0.0,0.00649333566942,0.00625052519494,0.00525658560569,0.00507592597188
902,ZRofmypRVYw7XrDI,0.125,0.25,0.375,0.375,0.5,0.142896825397,0.0464685302198,0.0261238364689,0.0172148073178,0.0113445914655
903,yRhC2N0-AbC-jJ2T,0.333333333333,0.555555555556,0.555555555556,0.555555555556,0.777777777778,0.423571428571,0.134113559069,0.0719113782633,0.0428771709372,0.0253326076633
904,ULzNIjHi_uL4m65X,0.2,0.6,1.0,1.0,1.0,0.142896825397,0.0710604062003,0.0431667548513,0.0285048592312,0.0177156667684
905,JisaOaMGQjZaUKWA,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.00036744212658,0.00151080358339
